timestamp,event_type,risk_score,details
2026-08-29T04:30:18,DISTRACTION,45,"{""ear"": 0.425, ""mar"": 0.01, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.4, ""yaw"": -14.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:19,NO_SEATBELT,45,"{""ear"": 0.394, ""mar"": 0.028, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.8, ""yaw"": -10.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:24,DISTRACTION,45,"{""ear"": 0.49, ""mar"": 0.025, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.6, ""yaw"": 4.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:24,NO_SEATBELT,45,"{""ear"": 0.445, ""mar"": 0.041, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -178.9, ""yaw"": 8.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:29,DISTRACTION,45,"{""ear"": 0.448, ""mar"": 0.019, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.4, ""yaw"": 6.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:29,NO_SEATBELT,45,"{""ear"": 0.498, ""mar"": 0.027, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.8, ""yaw"": 5.4, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:34,DISTRACTION,45,"{""ear"": 0.427, ""mar"": 0.025, ""head_direction"": ""LOOKING UP"", ""pitch"": 165.4, ""yaw"": 0.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:34,NO_SEATBELT,45,"{""ear"": 0.427, ""mar"": 0.025, ""head_direction"": ""LOOKING UP"", ""pitch"": 165.4, ""yaw"": 0.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:39,DISTRACTION,45,"{""ear"": 0.427, ""mar"": 0.046, ""head_direction"": ""LOOKING UP"", ""pitch"": 168.0, ""yaw"": 1.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:39,NO_SEATBELT,45,"{""ear"": 0.427, ""mar"": 0.046, ""head_direction"": ""LOOKING UP"", ""pitch"": 168.0, ""yaw"": 1.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:44,DISTRACTION,45,"{""ear"": 0.355, ""mar"": 0.02, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.9, ""yaw"": 2.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:44,NO_SEATBELT,45,"{""ear"": 0.355, ""mar"": 0.02, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.9, ""yaw"": 2.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:50,DISTRACTION,45,"{""ear"": 0.287, ""mar"": 0.007, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 170.4, ""yaw"": -16.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:50,NO_SEATBELT,45,"{""ear"": 0.287, ""mar"": 0.007, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 170.4, ""yaw"": -16.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:55,NO_SEATBELT,20,"{""ear"": 0.405, ""mar"": 0.021, ""head_direction"": ""LOOKING UP"", ""pitch"": 175.9, ""yaw"": 7.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:56,DISTRACTION,45,"{""ear"": 0.348, ""mar"": 0.022, ""head_direction"": ""LOOKING UP"", ""pitch"": 174.0, ""yaw"": 2.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:31:00,NO_SEATBELT,45,"{""ear"": 0.388, ""mar"": 0.015, ""head_direction"": ""LOOKING UP"", ""pitch"": 175.6, ""yaw"": 4.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:31:02,DISTRACTION,45,"{""ear"": 0.484, ""mar"": 0.022, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.6, ""yaw"": 10.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:31:05,NO_SEATBELT,20,"{""ear"": 0.372, ""mar"": 0.017, ""head_direction"": ""LOOKING UP"", ""pitch"": 174.8, ""yaw"": -3.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:31:07,DISTRACTION,45,"{""ear"": 0.273, ""mar"": 0.019, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.1, ""yaw"": 1.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:04,DISTRACTION,45,"{""ear"": 0.408, ""mar"": 0.024, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 171.0, ""yaw"": -18.8, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:04,NO_SEATBELT,45,"{""ear"": 0.353, ""mar"": 0.01, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 169.2, ""yaw"": -20.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:09,DISTRACTION,45,"{""ear"": 0.307, ""mar"": 0.011, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.3, ""yaw"": -8.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:10,NO_SEATBELT,45,"{""ear"": 0.283, ""mar"": 0.03, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.3, ""yaw"": -3.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:14,DISTRACTION,45,"{""ear"": 0.27, ""mar"": 0.03, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -164.3, ""yaw"": 1.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:15,NO_SEATBELT,45,"{""ear"": 0.348, ""mar"": 0.022, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 171.2, ""yaw"": -17.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:20,DISTRACTION,45,"{""ear"": 0.356, ""mar"": 0.004, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.8, ""yaw"": -15.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:20,NO_SEATBELT,45,"{""ear"": 0.327, ""mar"": 0.008, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 171.1, ""yaw"": -20.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:25,NO_SEATBELT,20,"{""ear"": 0.372, ""mar"": 0.029, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 85.6, ""yaw"": -29.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:28,DISTRACTION,45,"{""ear"": 0.212, ""mar"": 0.003, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -164.4, ""yaw"": -7.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:30,NO_SEATBELT,45,"{""ear"": 0.289, ""mar"": 0.018, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 175.0, ""yaw"": -16.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:33,DISTRACTION,45,"{""ear"": 0.429, ""mar"": 0.023, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 176.5, ""yaw"": -16.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:35,NO_SEATBELT,45,"{""ear"": 0.329, ""mar"": 0.01, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 174.7, ""yaw"": -19.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:38,DISTRACTION,45,"{""ear"": 0.441, ""mar"": 0.009, ""head_direction"": ""LOOKING UP"", ""pitch"": 175.4, ""yaw"": -12.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:40,NO_SEATBELT,45,"{""ear"": 0.393, ""mar"": 0.009, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 172.5, ""yaw"": -18.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:43,DISTRACTION,45,"{""ear"": 0.405, ""mar"": 0.029, ""head_direction"": ""LOOKING UP"", ""pitch"": 175.5, ""yaw"": -12.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:46,NO_SEATBELT,45,"{""ear"": 0.362, ""mar"": 0.017, ""head_direction"": ""LOOKING UP"", ""pitch"": 174.1, ""yaw"": -12.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:48,DISTRACTION,45,"{""ear"": 0.29, ""mar"": 0.057, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 167.8, ""yaw"": -20.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:51,NO_SEATBELT,45,"{""ear"": 0.107, ""mar"": 0.026, ""head_direction"": ""LOOKING UP"", ""pitch"": 165.5, ""yaw"": -12.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:53,DISTRACTION,45,"{""ear"": 0.381, ""mar"": 0.065, ""head_direction"": ""LOOKING UP"", ""pitch"": 162.1, ""yaw"": -12.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:44:56,NO_SEATBELT,20,"{""ear"": 0.0, ""mar"": 0.0, ""head_direction"": ""NO FACE"", ""pitch"": 0.0, ""yaw"": 0.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:45:03,DISTRACTION,45,"{""ear"": 0.352, ""mar"": 0.008, ""head_direction"": ""LOOKING UP"", ""pitch"": 160.5, ""yaw"": -4.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:45:08,DISTRACTION,25,"{""ear"": 0.335, ""mar"": 0.411, ""head_direction"": ""LOOKING UP"", ""pitch"": 162.6, ""yaw"": 5.6, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:45:14,DISTRACTION,25,"{""ear"": 0.294, ""mar"": 0.032, ""head_direction"": ""LOOKING UP"", ""pitch"": 160.4, ""yaw"": -2.4, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:45:19,NO_SEATBELT,20,"{""ear"": 0.345, ""mar"": 0.017, ""head_direction"": ""LOOKING UP"", ""pitch"": 165.0, ""yaw"": -6.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:45:20,DISTRACTION,45,"{""ear"": 0.337, ""mar"": 0.026, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.0, ""yaw"": -6.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:45:24,NO_SEATBELT,45,"{""ear"": 0.4, ""mar"": 0.04, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.6, ""yaw"": -10.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:45:25,DISTRACTION,45,"{""ear"": 0.329, ""mar"": 0.018, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.3, ""yaw"": -1.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:45:29,NO_SEATBELT,45,"{""ear"": 0.324, ""mar"": 0.01, ""head_direction"": ""LOOKING UP"", ""pitch"": 175.4, ""yaw"": 14.9, ""phone"": false, ""seatbelt"": false}"
